metric,n_M,n_F,mean_M,mean_F,sd_M,sd_F,cohens_d,welch_p,mwu_p
cv_pace,645699,211060,0.07664035559054495,0.06168855956758101,0.06396511797247555,0.04351814914794603,0.2733147179559719,0.0,0.0
inflection_km,411101,101224,25.84536403462896,24.555638978898283,5.928014340282707,5.803082949994563,0.21986893361034368,0.0,0.0
late_decel_pct,645699,211060,17.75948813151102,12.570753665536605,18.679323948962374,13.995519691579755,0.31438455138852056,0.0,0.0
oscillations,645699,211060,3.0465789787501607,3.315265801193973,1.4465165793820127,1.4794085587434886,-0.18364779276084972,0.0,0.0
km30_gradient,645699,211060,10.22800283104047,3.800000947597839,30.331776230800124,25.936420189535376,0.22778337347466296,0.0,0.0
