subset,n_total,n_men,n_women,mean_slow_M_pct,mean_slow_F_pct,welch_t,welch_p,mwu_p,wall_pct_M,wall_pct_F,OR_crude,OR_CI_lo,OR_CI_hi,chi2_p
Full,872670,658790,213880,10.72589032232838,8.335826364023012,100.26238578457105,0.0,0.0,17.630807996478392,9.662895081354032,2.001088584224159,1.969952767859206,2.0327165134339116,0.0
Dedup,700877,514537,186340,10.622041106297,8.242225169910437,90.55907021162939,0.0,0.0,17.608063171355994,9.657078458731352,1.9992874805668512,1.9656583456821208,2.0334919538442273,0.0
